Day,Reported,Recovered,Death,Case,Date
984,4850108,4790117,36391,23600,2022-10-06
985,4851896,4791626,36394,23876,2022-10-07
986,4853523,4794005,36398,23120,2022-10-08
987,4854976,4795805,36400,22771,2022-10-09
988,4856217,4797648,36403,22166,2022-10-10
989,4857508,4799240,36406,21862,2022-10-11
990,4859136,4800585,36407,22144,2022-10-12
991,4861226,4802013,36410,22803,2022-10-13
992,4863457,4803486,36415,23556,2022-10-14
993,4865480,4805185,36415,23880,2022-10-15
994,4867192,4806884,36417,23891,2022-10-16
